Row,Y22PAR_1800,Y22PAR_1100,Y22PAR_500,Y22PAR_300,Y22PAR_150,Y22PAR_50
SSA_00002,22.4615399533333,21.0206107033333,16.3243289333333,12.0268547916667,5.44381810916667,-0.602709017166667
SSA_00011,26.861093535,25.6954658983333,19.0455900016667,13.59884812,6.40121824516667,0.877150768333333
SSA_00014,28.8445586466667,26.45516817,18.739453195,12.1680136313333,4.97705450016667,-0.474541782333333
SSA_00016,26.5040819733333,24.7379287233333,19.5395641833333,13.5027391473333,6.56471414133333,0.230289739666667
SSA_00017,30.1421423166667,28.0714045066667,19.64288021,12.8879053695,6.32303627566667,-0.1227142975
SSA_00019,28.382211994,26.082090262,19.020728852,13.5006801572,5.6795163532,-0.0467769517999999
SSA_00020,30.0193243333333,27.5336905966667,20.0666018033333,12.9034091816667,5.82268824883333,-0.234232410333333
SSA_00021,30.3802612383333,27.0681503183333,19.9842970266667,13.571330515,6.3636985185,0.0418656675
SSA_00022,30.99714724,27.569106054,19.267961888,12.6517428514,5.8619565494,0.168403152
SSA_00023,24.787687828,22.887981686,17.986681308,12.6130201018,6.3302276484,0.2871236656
SSA_00025,35.20565136,31.474646902,21.301678032,13.582664746,6.2543807992,-0.1683020318
SSA_00026,21.85997596,20.379712967,16.9569255365,12.6314235991667,6.5776435975,1.40382929033333
SSA_00027,24.3359667566667,22.4160341583333,18.6888604483333,13.3264588933333,5.761046801,-0.455628489
SSA_00028,27.7944280975,25.76497056,17.9747920775,11.884468449,4.279996037,-1.41189387375
SSA_00029,23.438034248,22.280249716,18.5580069024,12.9749829888,6.502769782,1.2302916946
SSA_00030,26.7244524966667,25.0071178166667,17.6635279666667,11.7118740316667,5.24566775383333,-0.346428851833333
SSA_00031,21.713114775,21.03582377,16.2234305116667,10.9947295176667,5.93368367883333,0.384804708333333
SSA_00034,25.291317265,23.6954648633333,19.0817722466667,13.75782807,6.65327856383333,0.8831717635
SSA_00035,25.9239801286667,23.7658965566667,17.742911304,12.6032051248333,5.81404013583333,-0.580059898166667
SSA_00036,27.0698726966667,25.0375417316667,20.2921652416667,14.2339437,6.96700563866667,0.621830721333333
SSA_00037,25.041015665,23.6148267116667,18.243780517,12.7986125513333,5.933219485,0.959224802833333
SSA_00039,37.93150322,34.00716033,22.14240111,13.5173908016667,5.79080787233333,-1.01043957516667
SSA_00040,25.221905394,23.35906665,17.560032652,12.4245532378,6.0453606942,0.2942848574
SSA_00042,30.527208895,27.93473304,19.8030560166667,12.8910358193333,5.6715766025,0.931276507833333
SSA_00043,27.585497755,24.3075648033333,18.2964347983333,12.5263878291667,5.805799884,-0.0137815441666667
SSA_00044,36.7592375,32.3861968516667,21.7749735916667,14.5772828283333,6.33190335166667,-0.0805905028333333
SSA_00045,38.6556780883333,34.5931291533333,23.0225551116667,15.1979830983333,6.61245725116667,-0.170466230833333
SSA_00046,28.231720841,24.9098146348333,17.6167028,11.654961363,5.45300793216667,0.0312287458333333
SSA_00047,35.6102773783333,31.928744865,21.300556105,13.4273523116667,5.59937321633333,-0.836022043333333
SSA_00048,27.3934705666667,24.8584227783333,18.7499289916667,12.5032372783333,4.9137872165,-0.360084909333333
SSA_00049,29.076163466,27.111878732,19.864555424,13.5498930092,6.0119018612,0.570730081
SSA_00051,30.3961806025,26.8905397925,18.830774865,12.857810575,6.755335726,0.67386167625
SSA_00052,33.7485668933333,30.5450408633333,21.7148289033333,14.3977192183333,6.80673322,0.7535861705
SSA_00053,32.7942693433333,29.80760947,21.5415021616667,14.8442258383333,6.67452014183333,0.313275700166667
SSA_00054,26.3757274283333,24.3122658433333,17.1571879716667,10.1642386315,3.60262178533333,-1.12287028383333
SSA_00055,24.5211477096667,23.5302397485,18.1450034596667,12.015082317,5.51314398966667,0.253541701
SSA_00056,32.6300507666667,28.7798066383333,20.070050395,13.1829038366667,4.1735834915,-1.21123163383333
SSA_00057,33.261596785,28.2753907183333,18.05676425,11.7428590741667,5.07090414533333,-0.416779804666667
SSA_00058,31.0556894975,27.0366914,19.58084419,13.17770739675,5.767762461,-0.39886988625
SSA_00059,29.0491442483333,26.94907331,20.020369575,13.2345929783333,5.6961365795,-0.968102878333333
SSA_00060,19.92146887,18.5757488153333,15.5920921916667,11.0865266131667,5.70199766516667,0.6275719095
SSA_00061,39.25850962,34.59744415,23.473769596,14.941770912,6.8394882926,0.3286363602
SSA_00063,28.48257543,26.1572306333333,18.9428406066667,12.3967225743333,5.67541967616667,-0.1361551775
SSA_00064,30.2914913116667,26.6799972466667,19.0440875583333,13.6806546716667,6.18913890183333,0.159297823166667
SSA_00065,34.322365625,29.85381953,20.9630093416667,13.7665610316667,5.7935215015,0.28377638
SSA_00066,20.3904257666667,19.6804030316667,15.9501888633333,12.3548142188333,6.38292653016667,0.5329694175
SSA_00071,34.642672242,30.640222954,22.391210934,15.131817358,6.7423425808,-0.2851861198
SSA_00072,22.5856747656667,20.993251419,15.410056317,10.3652184598333,4.8675118095,0.1986628065
SSA_00073,19.2401394158333,18.7074015063333,15.0833047418333,11.4555704955,6.24389557633333,1.16912299933333
SSA_00076,30.661597502,28.48576586,19.861608352,12.859101755,5.5438751112,0.00327818519999998
SSA_00077,32.969020615,29.1338999866667,20.85411617,14.1956137866667,6.96313619916667,0.559668119166667
SSA_00078,27.7697164416667,24.8419243733333,17.8358696083333,12.53110082,5.45509045366667,0.100711554166667
SSA_00081,15.7165507133333,15.0031697028333,12.4022561126667,9.99379893433333,4.6647190245,-0.395649910333333
SSA_00082,27.9875166766667,25.5623212083333,18.1795907583333,12.5703275358333,5.91908476033333,0.769090908833333
SSA_00084,38.2129527216667,34.7274374266667,23.9105237666667,15.61400774,6.80574203133333,0.418099945833333
SSA_00085,28.7086910566667,25.4994548016667,18.414357865,12.4389705855,5.10673162166667,-0.975559714666667
SSA_00086,31.9121842766667,29.7591933666667,21.3914104233333,15.13919106,6.80417400466667,0.490846425666667
SSA_00087,30.084929218,28.48046117,21.62841917,14.362080862,6.6651477392,0.331016917
SSA_00088,30.8096055933333,27.6702962833333,19.8812671633333,12.9976702846667,6.05112482783333,-0.262650808666667
SSA_00089,10.0672796483333,9.7428788775,8.63880995466667,7.5267248335,4.94529516116667,1.05157662433333
SSA_00090,26.14243951,24.2021969366667,17.5888858283333,11.5778504608333,5.29924922933333,0.480109222666667
SSA_00092,20.9625794283333,19.7723260633333,17.7546905733333,11.7561728356667,5.55642703133333,-1.426356133
SSA_00093,26.0103441,24.5711320983333,19.1375841816667,13.55523415,6.45682289483333,0.0756692978333333
SSA_00094,27.6784829425,24.5581200175,18.5296331025,13.3639636625,5.92354913675,-0.05714777075
SSA_00095,26.2022594125,24.8978264775,19.347084475,13.8815936525,7.079962727,1.1630097625
SSA_00098,30.847390104,28.081012906,20.926547946,14.1063029788,6.2095610426,-0.1648942232
SSA_00099,20.9133517922,19.8977627506,15.7352822298,11.4458258954,6.0986242702,0.5680283592
SSA_00100,27.144461565,25.3786702216667,19.1608790533333,12.4986167713333,5.40623454233333,-0.631719471666667
SSA_00101,21.65749392,20.18873166,16.844535295,13.0515673598333,6.71007349383333,-0.437012115
SSA_00102,28.9680894166667,26.1412147366667,17.1636493516667,11.17631265,4.926462932,-0.289270342333333
SSA_00103,27.8146481816667,25.1243379216667,17.4663122683333,11.8829804805,5.000228037,-0.363915958166667
SSA_00104,26.1220211425,23.91540243825,17.857104913,12.8679210595,6.59367570775,0.50554669
SSA_00106,25.4246358816667,24.4002545066667,18.179412225,12.0717907038333,5.60390412783333,0.745216256
SSA_00107,23.842168575,22.3169449433333,17.8260763083333,13.3596268216667,6.47059465516667,0.277316786666667
SSA_00112,21.0124849922,18.8222721018,14.207689417,10.3907002964,5.1088098568,2.5360294184
SSA_00114,26.070901736,24.892342546,19.816339632,14.1735549,7.537981195,1.0208224338
SSA_00115,28.5383092966667,26.1434558383333,19.4287083733333,13.3713766641667,6.28698233983333,0.374118591333333
SSA_00116,30.31794096,28.269525554,20.733750534,14.524485968,7.1036828076,0.283442447
SSA_00118,15.8234945133333,16.0668013703333,13.4419357358333,10.58632092,5.85027444616667,0.5782806495
SSA_00120,16.6306665172,14.5309603366,10.2704903192,6.8418339796,3.7615927884,-0.8362927164
SSA_00122,29.671291325,26.890820625,18.3956163533333,11.8278253971667,5.22361819216667,-0.300180583833333
SSA_00124,28.6443472883333,26.474301045,19.8277011733333,14.0278380316667,6.9522651995,0.538417556666667
SSA_00125,28.180124642,25.262455746,18.245364652,12.1011662822,5.5538716608,-0.1489795506
SSA_00129,31.6005875683333,28.60486122,20.3283044283333,13.4108906016667,5.73166920016667,-0.252171663
SSA_00130,23.6745746983333,22.195709825,17.23954257,12.3066254291667,5.87240703816667,0.815679629666667
SSA_00131,23.974677035,22.7630646833333,18.2549101833333,13.7458203798333,7.0105168475,0.662149543
SSA_00132,28.4797460016667,26.3292932133333,18.6093326983333,12.2979138576667,5.01616955883333,-1.36574625633333
SSA_00133,20.235608614,18.586787664,13.9199428564,9.8183250892,4.573207703,-0.3071013466
SSA_00134,28.4174196716667,25.7363007583333,18.3571752916667,12.817747463,5.6675827655,0.163965181666667
SSA_00136,22.007134878,20.5492177403333,15.6121679746667,11.0438392451667,5.71260181916667,0.638475589
SSA_00137,11.966624372,11.3527048056667,9.29718073983333,7.42587227416667,3.74349497566667,-0.0717891871666667
SSA_00140,16.4989698216667,15.4132344165,13.6023665655,11.61935224,7.07987206766667,1.702307776
SSA_00141,24.531890176,22.954187802,17.33756121,11.4174395284,5.0928435002,0.106734766
SSA_00142,10.1694155111667,10.0201706765,8.7391686775,7.78547767783333,5.03572467383333,0.689953308833333
SSA_00143,27.9217622275,25.4808555825,18.5018947625,12.49629728675,6.2111447875,-0.21767852375
SSA_00144,24.5671582183333,21.8834083533333,15.9221871133333,11.6651625836667,5.18479309183333,0.107477486333333
SSA_00145,23.1178270666667,20.5340976883333,14.8624672466667,9.70211659183333,4.075127056,-0.897782821
SSA_00146,29.221443505,26.6406768166667,19.89418144,13.7757705133333,6.1696529825,-0.301395761
SSA_00147,39.02565737,34.7270355783333,23.3010014283333,14.8799026616667,6.17396444366667,-1.16176139216667
SSA_00148,27.6192169083333,25.5158522216667,18.5080957083333,13.1333918066667,6.578568636,0.845357895333333
SSA_00149,34.778841515,31.4727917466667,23.1368540016667,15.5411149633333,6.6795762095,-0.124794705
SSA_00150,27.890512562,24.819652908,18.633091422,13.193312596,6.250589355,0.0435805406
SSA_00152,19.46958829,18.8812094916667,15.33482767,11.9126019316667,6.13849923983333,0.339934889666667
SSA_00153,8.27355690683333,8.42460534683333,7.41677148583333,6.63375600583333,4.612043381,1.49194832716667
SSA_00155,24.5044511333333,23.4678495033333,18.3936895475,12.8418881671667,5.84015951883333,-0.047007227
SSA_00157,27.4228071066667,25.3474765783333,19.5331926116667,13.8123848416667,7.1407688585,1.47811229416667
SSA_00158,27.0434290933333,24.0441803083333,17.5315371883333,12.2300427583333,5.788995934,-0.0268103908333333
SSA_00159,23.8928051883333,22.04563842,17.81670265,12.9834408983333,5.83242996866667,-0.473428855833333
SSA_00161,36.2456561816667,32.47334486,21.7343970866667,14.390170285,6.104720099,-0.674300204333333
SSA_00162,33.0779646933333,29.8844443283333,21.4798420316667,14.185113595,6.45006357266667,-0.335733897666667
SSA_00163,20.4132170916667,18.9291282933333,14.1084847183333,10.6345435796667,4.80960052516667,-0.653355410833333
SSA_00164,28.3668241833333,25.8599093,18.359170375,12.311106412,5.26845844433333,-0.492183840833333
SSA_00166,18.6286521111667,17.531483509,14.4239043363333,10.78712457,5.480083962,0.305601548
SSA_00167,13.8305172378,12.8346067916,10.8140555722,9.0602401714,5.0924421558,0.8417878124
SSA_00168,24.788012646,22.746844216,16.894050466,11.9862917392,4.7410526448,-1.1868274978
SSA_00169,20.135603995,19.0743016975,16.21375098025,11.64617291625,5.631642993,-0.69651654825
SSA_00170,25.8501037683333,23.6902422216667,17.2480596083333,11.5086991981667,5.06534243683333,0.714478686
SSA_00171,27.30944824,25.432743795,18.9776973283333,12.6649459733333,6.13855095283333,-0.184356492833333
SSA_00172,27.9367128066667,24.687377325,18.3829762616667,13.3452353983333,6.8853072245,1.08809150383333
SSA_00174,27.541712995,25.8420401416667,19.8011318183333,14.3956618753333,6.74407013433333,0.613505886333333
SSA_00175,28.4684443383333,26.52984221,20.410224995,14.15341411,5.73500229216667,-0.374204177833333
SSA_00176,7.5590267164,6.2804631554,5.1754734468,2.9981456672,1.862138775,-0.3399460078
SSA_00177,21.5924710966667,19.9112031571667,15.1789855898333,10.5498843,5.10834663166667,-0.715227194666667
SSA_00181,25.60343226,23.409681888,17.336848312,11.400206048,5.8403696394,-0.0296821238
SSA_00182,32.7992189316667,29.74178022,21.3720595866667,14.7124777066667,6.901082574,0.232453477
SSA_00183,17.4772842,16.8570797733333,13.6960173115,10.1227980115,5.17641348733333,-0.0582169206666667
SSA_00184,29.380820255,26.789561765,19.125289235,13.1048281128333,6.12525004716667,0.274907589666667
SSA_00185,37.8999716466667,32.4039187966667,21.0740916566667,12.9646679053333,5.26762346666667,-1.12986866233333
SSA_00188,23.75808722,21.2726505466667,14.9086834766667,10.7586196491667,4.96456039016667,0.956573449166667
SSA_00189,26.499612675,23.73415672,17.5918741816667,11.8683648441667,5.4323199515,-0.2899232095
SSA_00190,23.0264369583333,21.192682549,16.6549941528333,12.1856398438333,7.03556527433333,1.3477094005
SSA_00191,29.6433502283333,26.2735797616667,18.0656225183333,11.5258427505,5.11750120916667,-1.17569481933333
SSA_00193,20.848186105,19.4652350466667,15.9586973933333,11.3915213116667,4.015575518,-1.3278886695
SSA_00194,34.761609562,30.300459752,23.072121392,13.626147266,6.5679862728,-0.5031850984
SSA_00196,20.452906144,20.099127178,16.383318574,11.7386677024,5.9368658986,0.3016564266
SSA_00198,28.0237529483333,26.01938682,18.8028011366667,12.359780295,5.31355815566667,-0.250453092833333
SSA_00199,22.2945358283333,21.113799255,17.1320401816667,12.2492941605,6.13005791166667,0.306676737166667
SSA_00200,23.248820806,21.518521858,16.794051068,12.42021802,6.9069036864,1.2908650756
SSA_00203,28.0133707666667,25.8129416883333,18.6885456516667,12.5793089583333,5.82584258633333,0.238186257833333
SSA_00205,26.0278196433333,24.6070955183333,18.5984467866667,12.7963834266667,6.3160802365,0.542824590166667
SSA_00207,26.406544084,24.940995418,20.294940176,14.567522258,6.5705567008,0.3089840738
SSA_00210,33.4712660133333,30.0915928333333,21.17976492,14.4744454816667,6.73104078333333,0.144301308833333
SSA_00211,22.2123421383333,20.97802156,16.85080296,12.1688028533333,5.64281166066667,-0.0337028593333333
SSA_00212,23.5823278183333,22.6078123083333,18.4216471766667,13.3035583581667,6.0248119465,-0.323861783166667
SSA_00213,19.1062128096,18.2119793634,14.5791690548,11.7144133466,6.378669813,0.987730482
SSA_00215,34.238731064,30.037821502,20.45575893,13.594572956,6.6761838576,0.1445112542
SSA_00217,19.7130478435,17.9862684216667,14.341169706,10.440515225,5.43007156883333,-0.180340045333333
SSA_00218,27.22512126,25.7060192516667,20.2091298983333,13.6251653718333,5.39440409683333,-1.07155702383333
SSA_00219,18.0000161422,16.6490248804,12.6044754972,9.7203455088,4.658204385,-0.447031972
SSA_00220,21.002015588,20.1927202,17.51667624,13.803686786,7.3209979344,0.923568052
SSA_00221,19.640631964,18.315272914,14.4137256886,10.3959179952,4.9363611862,-0.2817808082
SSA_00223,13.0106925756667,12.1208205256667,10.6619637566667,8.73358492566667,5.32720511,1.64343523266667
SSA_00224,26.14959964,23.680102798,17.855220154,12.3589409012,5.8879285632,-0.2650545798
SSA_00226,32.431151595,28.99623421,20.820229835,13.7685024533333,5.83869474116667,-1.31885961066667
SSA_00228,15.6395428221667,14.6028150858333,12.5222858655,9.77997567716667,5.0073941065,0.699374083833333
SSA_00230,37.60499385,33.72025022,22.9966136916667,14.2724461716667,5.42581412133333,-1.02670778133333
SSA_00231,20.688672255,19.2622594733333,15.0913470666667,11.0313036961667,5.78052749483333,0.857294985333333
SSA_00232,24.5219938833333,22.775366295,17.3291066233333,13.6084034266667,6.92094305,1.18474418683333
SSA_00233,23.66640093,23.0024259283333,18.248051388,13.033329516,6.1817444695,0.0114375101666667
SSA_00234,28.90852244,27.247701228,20.973094986,15.271055972,6.9650345404,0.9404301514
SSA_00236,17.5177057231667,16.796871697,13.1988475371667,9.738574203,4.93720238483333,0.54618588
SSA_00237,24.2901497033333,22.1715881783333,17.2542795816667,12.377961175,5.553264193,-0.610708087
SSA_00242,34.809718734,32.359676058,22.80592061,15.131155154,7.0343104704,0.511519231
SSA_00243,32.8907505816667,28.1396576,19.628277855,13.2583391566667,6.17274216833333,0.209960430666667
SSA_00244,32.278186482,28.839916478,20.696304664,13.722256606,5.7080169566,-0.597495849
SSA_00245,30.6217189833333,26.92826847,18.763362385,12.8208059401667,5.8455444605,0.1000002855
SSA_00246,30.0544184333333,26.7549177066667,19.1479511466667,13.2818126403333,6.679537743,0.389098735833333
SSA_00247,21.7345553551667,20.3113943401667,14.088913917,9.173451558,4.15344007116667,-0.640528394166667
SSA_00248,18.2070436616667,17.2551988516667,14.3621710918333,11.2310042938333,5.32703699383333,-0.2185974735
SSA_00249,21.877010932,19.001022146,13.1546747476,8.7029301906,3.5400587504,-1.160337332
SSA_00250,18.4305387558333,17.1528666715,12.972016665,9.3846320355,4.857539244,-0.530998933833333
SSA_00252,34.0373936475,30.91761259,21.7519565475,14.02419344,4.642177268,-1.009056972
SSA_00253,28.595666695,25.7308776083333,18.824624505,13.101398476,6.367050144,0.601099632666667
SSA_00255,32.70189053,29.3667298875,20.6286328525,14.0204581825,5.992418916,-0.37996654975
SSA_00256,23.9827627633333,21.28084337,15.7584549416667,11.2373321288333,5.046046735,-0.307413430833333
SSA_00257,23.3891940633333,22.0332890116667,17.531399035,12.0966725133333,4.80488050016667,-0.985196794333333
SSA_00258,18.3524170323333,17.4826944533333,13.5497736966667,10.2382561885,5.76240612366667,0.220636739833333
SSA_00259,28.866071605,27.5416524583333,21.1862055816667,14.7479675983333,6.74053803716667,0.6612905195
SSA_00261,29.977884328,28.181273298,21.426016384,14.740996452,6.9757349092,-0.0474244483999999
SSA_00263,24.12461194,22.5223161636667,17.1206213415,12.0040828406667,6.26184895466667,1.40002216916667
SSA_00264,23.9656741483333,22.3274416133333,17.0614240333333,12.0346458685,5.40389706466667,-0.245762953
SSA_00265,16.763977836,15.759455752,12.4242736834,9.9813787792,4.6195622002,-0.0808265938
SSA_00266,31.23680163,26.926446625,18.1954803916667,11.8622862601667,5.09679210583333,-0.201251811166667
SSA_00267,14.843657355,14.772843785,13.0511315975,11.065876565,6.39146852275,1.455501419
SSA_00268,18.17907543,16.9314009733333,13.453904445,10.2652854683333,5.39629322533333,1.03979909866667
SSA_00269,27.1972572766667,24.7354917566667,18.5643703333333,12.6542460466667,6.17230314116667,-0.204804918166667
SSA_00272,30.9837774216667,27.606393495,19.278463385,13.7391248105,6.26692790383333,0.450436967166667
SSA_00273,32.97216081,29.6684523033333,21.189073945,14.0070934033333,6.8097709055,0.297814949833333
SSA_00274,37.702747884,34.674376462,23.926161086,15.430600898,6.2822167908,0.0104685014
SSA_00276,26.2764609333333,24.7069781866667,18.836356335,13.2751868508333,6.65904363883333,0.433024686333333
SSA_00277,19.5837610176667,17.8807318583333,14.3262394988333,10.7965852416667,6.00753865016667,0.935883914333333
SSA_00278,21.8612952883333,20.856741565,15.3702185795,10.2671517405,4.334306557,-0.745574485166667
SSA_00280,29.4887728316667,26.4349573733333,18.8787194933333,11.453601855,4.23964550033333,-1.3826669715
SSA_00281,35.2242344633333,31.4502174733333,21.2198317916667,13.380557525,5.5203557025,-0.713160900166667
SSA_00282,18.9768176553333,17.8117249718333,15.4274917833333,12.232355253,6.84584933083333,1.15160246183333
SSA_00283,20.5261362588333,19.3415477505,14.96446243,10.8546543771667,6.121200117,1.28651099266667
SSA_00284,28.2968361166667,25.92751448,17.7549287966667,11.7461640858333,5.1546472595,-0.473355620166667
SSA_00285,22.9550074825,20.8081681183333,15.4016403798333,11.1727622953333,5.69011353766667,0.3680097695
SSA_00287,31.46221432,28.4231723816667,20.3622811033333,13.7678225273333,6.46690885016667,-0.0300231791666666
SSA_00288,26.9947601716667,25.1642839433333,18.0827407116667,11.2979943801667,4.60890005933333,-1.577724795
SSA_00289,19.5160478196,18.3509789174,14.512133195,10.8836500204,5.7821545914,0.8918973734
SSA_00290,17.8197288538333,16.0482809533333,12.5331442473333,9.12168460483333,4.51181053383333,0.0809628426666667
SSA_00291,23.94869803,21.59941999,16.2444818416667,11.866181349,6.263757144,0.5434283815
SSA_00292,27.5732823244,25.1713270276,17.5568928564,11.8592514886,5.3948687524,0.3659461192
SSA_00293,28.8497664316667,26.7483054483333,19.6990962516667,13.1367044633333,6.941179801,-0.0215617576666666
SSA_00294,31.3461711483333,27.7837499816667,19.6582350511667,13.1172396215,6.315382599,0.896083641166667
SSA_00295,25.920422508,23.318754372,16.535246724,11.3532228666,5.4003390698,-0.6258772894
SSA_00296,29.2685653683333,25.2172884883333,17.2078867416667,11.2739837986667,4.77295272716667,-0.7110221785
SSA_00297,26.0629603996667,23.2471107361667,15.7193639768333,10.0180409593333,3.881150074,-1.38700325966667
SSA_00298,30.8602751516667,26.8444137416667,19.1711695633333,13.6848091833333,6.888062226,1.30819943583333
SSA_00300,25.2341731533333,23.6158357366667,17.3603301165,11.8542711575,5.654424246,-1.01479074866667
SSA_00301,19.06452635,18.2185498841667,15.1597184381667,11.1362748835,6.22444686016667,0.453054177333333
SSA_00302,15.3508187435,14.7322093,12.9519123301667,9.55214680783333,5.07008347783333,-0.404750360333333
SSA_00303,18.2674695318333,16.8387042666667,13.7088755843333,11.4322550396667,6.494371789,-0.525854316333333
SSA_00305,28.074867015,25.11791034,18.3262658883333,12.638041717,5.61243519733333,0.0871173896666667
SSA_00306,33.6435377816667,29.4518636466667,19.9778178133333,13.445249174,6.00609148966667,0.294664564
SSA_00307,31.9729125816667,28.76833895,20.0092558716667,12.300208625,5.30813177233333,-1.22110393866667
SSA_00308,24.92119364,23.4418022633333,18.6029954283333,13.7255713433333,6.86890807933333,0.598901763
SSA_00309,28.5374008183333,25.8972798883333,18.4726877883333,13.461430914,6.57785986666667,0.422510306666667
SSA_00311,28.813655564,25.671106478,17.956872716,12.1993051226,5.44156183,-0.3113862258
SSA_00313,33.4471102133333,28.5315420966667,20.0376384016667,13.5888899766667,6.0732385335,-0.114039525666667
SSA_00314,24.8171037,24.410291504,19.237225678,13.460559718,6.5605667516,1.2917971666
SSA_00316,25.0877090316667,22.9833100566667,18.0804263916667,12.7474631533333,5.60773249383333,-0.266037247666667
SSA_00317,21.98777974,19.21208767,14.8043070658,10.9986704962,4.57428769,-0.3215369976
SSA_00318,28.051970944,25.702968344,18.190619182,12.163914836,4.5001137556,-1.1252510564
SSA_00337,15.1476672741667,14.904887194,12.7563533093333,9.87397690416667,5.68494828683333,1.137534094
SSA_00339,15.2662563493333,14.6249555606667,12.2143823246667,9.50988179566667,5.3625127345,0.529589614333333
SSA_00341,24.610173548,23.2513809,17.79408207,12.2154321746,5.6500194566,-0.633178087
SSA_00343,22.311149505,20.594948855,15.9401328683333,11.758838897,5.82317251233333,0.602657807666667
SSA_00346,33.013268515,30.161330015,20.4394560933333,12.8082902153333,5.38980389166667,-0.5595463345
SSA_00353,36.8596658616667,33.7283508666667,24.2374121083333,16.085167395,7.432640138,0.650253740833333
SSA_00366,18.3820090746667,15.8732814898333,13.1804236378333,10.2218080511667,5.0071656115,0.280429148833333
SSA_00369,12.1513169298333,11.6649505213333,9.31092636466667,7.59701463866667,4.34273703066667,0.447023604
SSA_00380,18.2478090016667,17.3409746616667,14.4370120433333,11.7589769433333,6.72620376233333,1.50834319633333
SSA_00386,29.5105581633333,26.6423092483333,19.118907835,12.9690775733333,6.34714065133333,0.280709944666667
SSA_00395,15.16334072,14.93641561,11.23581822,7.139362298,2.212100926,-1.324331031
SSA_00403,20.9284103822,19.0081661926,14.7759646408,10.53482978,4.8448063698,0.032144809
