Year,Accession,Plot_rep,CO2_400,CO2_600,CO2_800,CO2_1000,CO2_1250,CO2_300,CO2_250,CO2_200,CO2_100,CO2_75,CO2_25
2021,SSA_00126,1114_3,18.6284,25.9996,28.4569,28.791,28.13,14.1476,12.3487,10.129,5.053,4.05999,1.25088
2021,SSA_00126,2228_1,25.7795,30.159,30.4413,29.5384,29.6971,17.7925,16.2241,13.9908,7.40096,6.06943,2.32444
2021,SSA_00126,2228_2,25.4161,33.5654,35.6208,34.5657,35.6522,19.6498,17.4642,14.5795,7.70462,6.15639,2.38536
2021,SSA_00126,2228_3,25.7036,32.4792,33.0209,32.348,32.15,19.3477,17.3658,14.469,7.36354,5.72616,1.93743
2021,SSA_00135,1135_1,31.9743,36.6531,36.8804,36.6156,36.2898,20.8027,18.4608,15.5737,8.21775,6.60438,2.60775
2021,SSA_00135,1135_2,30.0561,34.707,35.3325,35.1146,35.0029,21.5465,18.6976,15.6883,8.07829,6.28959,2.13957
2021,SSA_00135,1135_3,24.1408,33.3125,36.2989,36.357,35.7691,17.6049,15.4472,13.0046,6.71386,5.50741,1.87609
2021,SSA_00135,2313_1,32.2004,41.7491,44.4544,44.617,43.8915,16.4635,14.3498,12.0408,6.2302,5.06728,1.61202
2021,SSA_00135,2313_2,30.164,36.6349,38.031,38.0637,37.9091,19.0036,16.3454,13.3549,6.87436,5.37335,1.7384
2021,SSA_00135,2313_3,30.5228,36.7555,38.1026,38.4533,38.2745,20.5169,17.8326,14.8347,7.73176,6.03603,1.92987
2021,SSA_00138,1133_1,28.4246,37.9184,41.5901,42.9731,43.8585,19.5624,17.2531,14.6749,7.70331,6.22283,2.04462
2021,SSA_00138,1133_2,27.9201,33.2534,34.5963,34.9254,36.2067,21.8409,19.206,16.5964,9.00256,7.18232,2.69082
2021,SSA_00138,2254_1,26.6119,33.5294,35.1257,35.3022,35.6135,21.7686,19.1144,16.0668,8.48327,6.71048,2.55641
2021,SSA_00138,2254_2,29.6036,36.4029,37.9711,37.529,37.7586,22.1392,19.5359,16.3394,8.52099,6.77533,2.32915
2021,SSA_00138,2254_3,18.899,24.5282,26.4693,27.2089,26.9043,14.0935,12.4287,10.6946,5.53514,4.56027,1.47317
2021,SSA_00139,1085_1,34.8857,40.3463,41.2644,40.8792,40.556,23.149,21.0835,17.747,9.33935,7.32738,2.48218
2021,SSA_00139,1085_2,22.3444,27.0198,28.0429,27.9136,27.3576,17.704,16.0968,13.7802,7.466,6.11579,2.4293
2021,SSA_00139,2057_1,29.549,36.0011,37.067,36.4572,35.8701,21.1754,18.6723,15.8704,8.41426,7.54472,1.96134
2021,SSA_00139,2057_3,30.6972,36.3918,36.9153,36.4295,35.8076,22.8429,20.014,16.8181,8.76667,6.94775,3.28918
2021,SSA_00151,1001_1,29.9421,33.4935,34.2982,34.3972,34.2928,17.2802,15.6749,13.5868,7.34595,6.36043,2.22402
2021,SSA_00151,1001_2,28.6908,36.8219,40.1903,41.2126,41.9152,15.0937,13.112,11.1199,5.92101,4.94337,1.75985
2021,SSA_00151,1001_3,20.6272,27.4947,30.5953,32.2989,32.7778,13.2229,12.0101,10.3855,5.5697,4.79113,1.85172
2021,SSA_00151,2246_1,34.0511,39.2044,40.2964,39.979,39.3106,24.8038,21.3766,17.8073,9.59344,7.90186,3.13025
2021,SSA_00156,1228_1,24.0206,32.9977,37.7906,40.0811,41.1386,16.9048,14.2468,11.7801,6.0924,4.84028,1.64743
2021,SSA_00156,1228_3,23.3175,30.7477,33.634,33.9586,33.8461,16.1797,14.032,11.751,5.78866,4.5514,1.48789
2021,SSA_00156,2171_1,15.3804,21.2907,25.0154,27.2843,28.3459,13.3718,11.5203,9.44161,4.65378,3.78554,1.16646
2021,SSA_00156,2171_2,15.1506,20.035,22.4623,23.2374,23.9125,10.5069,9.21502,7.74779,3.82179,3.22688,0.970159
2021,SSA_00156,2171_3,30.0761,39.0008,42.4133,43.7236,44.143,21.8643,18.5233,15.1332,7.73106,6.13094,2.08276
2021,SSA_00173,1061_1,31.9631,41.2075,44.1228,44.601,44.0726,24.1092,20.9646,17.4526,8.75329,6.83842,2.28555
2021,SSA_00173,1061_2,26.0066,33.6683,36.3207,37.2264,37.5322,20.2851,17.9172,15.0303,7.65384,5.91637,1.96285
2021,SSA_00173,1061_3,13.8399,20.214,24.0958,26.4463,27.503,9.39157,8.03993,6.47646,3.16377,2.49609,0.667232
2021,SSA_00173,2108_1,27.5699,35.128,37.1362,37.3774,37.2809,20.2715,17.5772,14.4284,7.17979,5.58501,1.76783
2021,SSA_00173,2108_2,24.7772,33.2668,35.7197,35.9004,36.1346,16.1547,13.7159,10.9382,5.40854,4.17758,1.25104
2021,SSA_00173,2108_3,29.5116,35.884,36.6074,36.5414,36.7198,20.6369,18.0823,14.8232,7.32615,5.65435,1.75463
2021,SSA_00178,1105_1,26.892,32.5163,32.5152,31.8313,31.6974,18.945,16.7057,14.0918,7.50935,6.13416,2.18005
2021,SSA_00178,1105_2,29.8478,38.1229,39.3595,39.0681,39.0604,19.1966,17.3702,14.7665,7.60677,6.21615,2.05296
2021,SSA_00178,1105_3,24.9013,30.6715,31.283,31.5485,31.337,14.8055,13.1329,11.0413,5.75241,4.76762,1.47748
2021,SSA_00178,2296_2,26.8229,35.2967,38.5786,37.9652,36.8839,18.3132,16.0766,13.7631,7.43838,5.96063,2.32199
2021,SSA_00178,2296_3,28.0367,34.7745,36.2711,36.4068,35.8578,14.0583,13.026,11.4208,6.18258,5.10308,2.01911
2021,SSA_00179,1231_1,23.4357,30.7003,33.8328,34.8712,35.4949,17.4478,15.4837,13.1705,6.88703,5.6188,1.87685
2021,SSA_00179,1231_2,18.3265,23.439,25.0243,25.614,25.8482,11.0635,9.80546,8.23366,4.14085,3.42377,1.06032
2021,SSA_00179,1231_3,27.8027,33.1849,33.8725,33.5542,33.0156,20.795,18.1706,15.2895,7.84969,6.33955,2.21986
2021,SSA_00179,2054_1,7.98747,11.4431,12.9273,13.063,12.535,6.14065,5.48794,4.6884,2.40122,2.02767,0.468267
2021,SSA_00179,2054_2,5.582,7.74893,8.31235,8.28118,8.37174,4.06087,3.57267,2.98862,1.25201,1.07115,0.0324
2021,SSA_00187,1113_1,28.2331,31.1407,31.1986,30.3721,30.5101,19.4268,18.5287,16.2838,8.73405,7.0233,2.23593
2021,SSA_00187,1113_2,25.2557,27.3734,27.4868,27.3659,27.2194,17.3312,16.2962,14.9882,8.55915,7.39123,2.7164
2021,SSA_00187,1113_3,29.6825,33.2822,33.2123,33.418,32.9902,20.3877,18.4897,16.1887,8.84474,7.37766,2.68752
2021,SSA_00187,2297_1,34.6306,41.7606,42.809,42.7089,42.8031,24.1545,22.6049,19.9011,10.8098,9.17583,3.09071
2021,SSA_00187,2297_2,23.7289,29.5572,29.958,28.2847,26.9592,16.0405,14.4372,12.6405,6.70256,5.72108,1.76949
2021,SSA_00187,2297_3,41.0668,45.6397,45.3458,44.8167,44.739,32.5286,28.9921,24.6255,12.8349,10.1195,3.34872
2021,SSA_00197,1195_1,19.694,22.2967,22.4045,22.1853,21.8966,14.9563,13.4812,11.7024,6.28828,5.28407,1.81754
2021,SSA_00197,1195_2,8.56153,10.131,10.1221,10.3181,10.3086,7.25213,6.49708,6.11531,3.54292,3.31727,1.23341
2021,SSA_00197,1195_3,29.0279,36.9748,39.3858,39.1911,38.7522,24.0371,21.1105,17.7742,9.27982,7.38908,2.46342
2021,SSA_00197,2262_1,12.0489,17.5339,21.16,23.1704,24.5077,7.32279,6.48909,5.84271,2.84909,2.53516,0.746465
2021,SSA_00197,2262_2,28.4082,35.2223,37.6617,37.5687,37.585,21.1016,18.3664,15.4858,8.07946,6.35372,2.11909
2021,SSA_00204,1175_1,29.3997,37.7226,38.4399,37.8323,37.5074,20.4319,17.8729,15.5015,8.40398,7.02031,2.49485
2021,SSA_00204,1175_2,31.6368,40.5713,41.197,40.2438,39.7376,23.5395,20.6346,16.7226,8.62149,6.8389,5.10807
2021,SSA_00204,1175_3,28.6964,36.975,37.6306,38.2504,38.3104,21.6,18.8787,16.0544,8.2211,6.64004,2.21915
2021,SSA_00204,2128_1,25.1034,33.8229,35.8435,34.7961,33.8634,19.3435,16.7666,14.1592,7.39637,6.21412,2.02466
2021,SSA_00204,2128_2,21.5789,28.2559,29.3733,28.8776,28.1038,15.6159,13.7093,11.5345,5.91646,4.83829,1.54213
2021,SSA_00204,2128_3,26.3686,33.7477,34.633,33.3491,32.8756,18.8257,16.8289,13.9632,7.38506,5.95754,2.11622
2021,SSA_00209,1237_1,22.6521,26.9054,27.5581,27.6529,28.1134,16.6721,14.8833,12.5526,6.63527,5.33132,1.98009
2021,SSA_00209,1237_2,29.9945,36.4176,38.032,37.9011,38.1126,21.7572,19.1243,15.9983,8.24419,6.50781,2.28321
2021,SSA_00209,1237_3,27.5299,34.5221,36.1326,35.6498,34.6832,20.775,18.4643,15.6501,8.14798,6.47604,2.27181
2021,SSA_00209,2124_1,14.9389,21.6085,26.069,27.8494,28.8879,9.14975,7.90232,6.56294,3.19421,2.65978,0.644231
2021,SSA_00209,2124_3,26.5685,31.5729,32.4445,32.5037,32.4354,19.8512,17.4444,14.7165,7.66418,6.20069,2.37954
2021,SSA_00227,1119_1,23.1658,28.1452,28.5352,27.8428,27.0886,17.3277,15.3235,12.8959,6.64627,5.51668,1.78996
2021,SSA_00227,1119_2,15.8924,18.3163,18.1866,17.362,17.1317,12.0468,11.1855,9.72698,5.43608,4.63892,3.14294
2021,SSA_00227,1119_3,25.7936,33.5014,34.7687,34.0499,33.9558,21.5661,18.8724,15.9045,8.4829,7.23946,2.4866
2021,SSA_00227,2069_1,26.7538,32.4673,33.328,33.1824,33.0639,19.365,16.7788,14.1245,7.40294,6.06569,2.30857
2021,SSA_00227,2069_2,27.1344,33.8886,35.2101,35.1397,35.7385,20.5594,18.082,15.1553,8.16663,6.64009,2.27863
2021,SSA_00227,2069_3,16.7977,22.9394,24.6363,24.052,24.2868,14.2334,12.1985,10.3403,5.42758,4.45481,1.46528
2021,SSA_00235,1130_1,32.5992,40.2831,41.2202,41.0549,40.5676,24.7394,21.1009,17.1096,8.62583,6.67452,2.17999
2021,SSA_00235,1130_2,33.3046,39.0411,39.6579,39.6153,39.9386,25.0905,21.7604,17.9334,9.25182,7.25644,2.77931
2021,SSA_00235,1130_3,22.4953,28.8511,31.1497,31.4451,31.3342,14.9824,12.9746,10.5133,5.13873,4.08719,1.3354
2021,SSA_00235,2174_1,35.9675,39.7284,39.9282,39.7612,39.0277,29.3156,25.9133,21.4335,11.1202,8.57427,2.88544
2021,SSA_00235,2174_3,29.5741,33.5752,33.8799,33.6713,33.5279,21.7057,19.0222,15.5507,7.92879,6.23862,2.1132
2021,SSA_00238,1096_1,31.9747,36.7212,37.9003,38.241,38.5092,25.6504,22.38,18.4488,9.59687,7.48655,2.60553
2021,SSA_00238,1096_2,27.1893,31.8757,33.3214,33.665,33.9514,19.5424,17.2112,14.7526,7.78422,6.24756,2.16295
2021,SSA_00238,2198_1,29.6858,34.5784,35.5397,36.2616,36.1989,21.4685,18.883,16.6528,8.97602,7.58041,3.06276
2021,SSA_00238,2198_3,11.7945,14.7122,15.7184,16.0838,16.4111,8.96798,7.8784,6.71685,3.42032,2.722,0.759228
2021,SSA_00239,1177_1,39.167,47.2588,48.4283,48.9871,48.2492,21.3892,19.9944,17.3218,9.25565,7.6067,2.67144
2021,SSA_00239,1177_2,36.7495,47.0465,49.7697,49.8058,47.7687,22.6308,20.7079,18.1103,9.67349,7.97572,2.80793
2021,SSA_00239,1177_3,29.1183,35.8722,37.2825,35.7825,35.6277,20.2325,18.2575,15.7382,8.50188,7.25062,2.88871
2021,SSA_00240,1013_1,21.2673,29.6415,34.7216,36.4243,37.0734,14.5859,12.5724,10.2977,5.23389,4.2168,1.36846
2021,SSA_00240,1013_2,20.6025,28.0635,31.7655,32.9716,33.4513,14.9312,12.9605,10.7149,5.34008,4.30267,1.3068
2021,SSA_00240,1013_3,18.3424,24.1524,26.7073,26.7011,26.8324,12.2801,10.6132,8.85241,4.47233,3.72761,1.2911
2021,SSA_00240,2067_1,19.8229,27.4791,30.7863,31.4367,31.5522,13.7961,11.7112,9.43684,4.59198,3.5965,1.13706
2021,SSA_00240,2067_2,24.9279,32.6155,34.8589,35.4237,35.8359,17.0461,15.105,12.6529,6.37366,5.09752,1.70551
2021,SSA_00240,2067_3,24.7385,31.646,33.9967,34.1179,34.0981,17.6879,15.2065,12.5853,6.468,5.22642,1.93086
2021,SSA_00254,1217_1,23.7589,30.6307,33.5298,35.1056,35.9226,15.5111,13.5504,11.6179,6.2418,5.25706,1.99243
2021,SSA_00254,1217_2,23.9258,33.1699,37.3163,38.9999,38.3015,16.4567,14.8566,12.8594,6.99908,5.75332,2.22015
2021,SSA_00254,1217_3,25.2389,33.0612,37.2723,38.1433,37.9261,13.9333,12.8903,11.1937,5.94059,4.96786,1.68671
2021,SSA_00254,2033_1,26.4964,34.3433,37.3422,38.1911,37.7451,15.7195,14.2219,12.3506,6.65467,5.44223,2.03829
2021,SSA_00254,2033_2,29.4322,38.0437,41.4582,41.08,40.933,22.8194,19.7576,16.387,8.54092,6.77726,2.30144
2021,SSA_00254,2033_3,26.3139,33.5016,35.6129,36.3537,36.8574,20.5809,18.3856,15.6361,8.45079,6.83865,2.82882
2021,SSA_00262,1067_1,15.5401,22.0835,24.9118,25.6128,25.7983,8.28644,7.78001,6.81534,3.40531,2.95928,0.897789
2021,SSA_00262,1067_2,28.7517,35.9757,37.117,36.5295,36.8933,18.8217,16.6197,13.8635,7.10811,5.68895,1.89629
2021,SSA_00262,1067_3,18.8676,23.3125,23.9654,23.9796,24.0715,11.1341,9.97936,8.48235,4.26631,3.36421,1.03057
2021,SSA_00262,2169_1,31.7579,38.7773,40.0076,39.7858,38.8094,23.499,21.1196,17.9057,9.2361,7.38179,2.46707
2021,SSA_00262,2169_2,19.6927,26.5646,28.5763,28.713,28.4762,15.8886,14.2099,12.1441,6.12936,4.87325,1.53241
2021,SSA_00262,2169_3,20.1076,25.6229,26.9089,26.5132,26.555,11.559,10.254,8.66196,4.47665,3.67081,1.25857
2021,SSA_00271,2156_1,18.8006,27.1627,32.6823,33.0801,32.4555,14.1105,12.476,10.3237,5.28676,4.06344,1.33412
2021,SSA_00271,2156_2,27.5446,38.8003,44.7771,44.6854,42.445,15.7387,13.8576,11.602,5.9504,4.8417,1.57037
2021,SSA_00271,2156_3,15.5491,21.8955,25.7748,24.6501,24.0669,8.99507,8.0339,6.67002,3.36123,2.786,0.834213
2021,SSA_00279,2289_1,27.248,30.3961,30.5081,30.2807,30.3351,21.5717,19.0447,15.9956,8.31911,6.53049,2.23493
2021,SSA_00279,2289_3,31.2994,36.5858,36.8058,36.7054,36.6182,21.9992,19.4858,16.1957,8.40279,6.49019,2.01946
2021,SSA_00286,1160_1,25.8766,35.6246,39.2856,39.0402,38.5919,19.9732,17.0987,14.9787,7.6379,5.90945,3.13807
2021,SSA_00286,1160_2,27.7594,38.6897,42.6784,42.5843,41.5923,14.4671,13.2685,11.467,5.85343,4.8088,1.58461
2021,SSA_00286,1160_3,23.7433,32.7958,36.9409,37.3152,36.6212,19.6253,17.0323,14.0167,7.16767,5.85369,2.01083
2021,SSA_00286,2075_1,29.0128,37.4213,38.184,37.3393,37.0927,21.8238,18.9552,15.9315,8.20449,6.53228,2.09723
2021,SSA_00286,2075_2,24.5809,32.3111,33.8007,33.3776,33.1495,16.9371,14.7474,12.2393,6.32299,5.08631,1.51125
2021,SSA_00286,2075_3,13.2274,18.614,20.9769,21.8329,21.8973,9.18202,7.99181,6.61178,3.34205,2.79997,0.795908
2021,SSA_00299,1027_1,34.9301,46.0962,49.9001,50.2268,49.3232,18.7616,16.7566,14.3196,7.46261,6.00385,2.16321
2021,SSA_00299,1027_2,28.5363,37.072,39.456,39.8482,39.828,15.9329,14.2443,12.0833,6.32286,5.1672,2.0542
2021,SSA_00299,1027_3,34.9315,41.7712,42.4506,41.7304,41.0549,20.8616,18.1583,15.1525,7.70419,6.14935,2.03228
2021,SSA_00299,2320_1,42.6275,50.3077,51.2524,51.8567,51.9964,26.9348,23.7282,20.1723,10.4707,8.32671,2.96354
2021,SSA_00299,2320_2,34.932,42.4264,42.9478,42.5556,42.2161,21.5079,19.6409,17.1056,9.44142,7.80873,3.16976
2021,SSA_00299,2320_3,30.889,42.6055,47.4391,48.4948,48.8622,19.7944,17.6161,15.0142,7.84492,6.23917,2.27916
2021,SSA_00312,1260_1,32.9767,41.3558,42.4808,42.3071,42.0103,27.2543,23.6186,19.6283,10.1503,7.88127,2.61495
2021,SSA_00312,1260_2,31.1113,37.4531,38.2915,37.9526,37.4092,24.6519,21.5288,17.9673,9.19569,7.19236,2.46729
2021,SSA_00312,1260_3,30.0896,36.1677,36.3359,36.291,35.9572,21.8854,19.3978,16.4082,8.46121,6.69735,2.31059
2021,SSA_00312,2195_1,24.7419,32.8397,36.1943,37.1113,37.2549,20.2609,17.9489,15.1213,7.87089,6.19035,1.91789
2021,SSA_00312,2195_2,29.1349,35.015,36.6557,37.1505,37.7807,24.257,21.3763,17.8556,9.22797,7.32151,2.52936
2021,SSA_00312,2195_3,22.9475,28.8723,30.7623,31.5398,31.9724,17.8581,15.5997,13.052,6.88254,5.78756,2.2239
2021,SSA_00359,1168_1,30.8836,42.9031,45.7614,43.8728,41.2983,24.1494,21.2826,17.9732,9.48628,8.09993,2.52676
2021,SSA_00359,1168_2,29.2496,40.322,44.896,45.1367,43.6638,16.9598,15.4925,13.6737,7.41814,6.41896,2.16605
2021,SSA_00359,2159_1,40.3866,48.1823,49.961,50.6098,50.3239,28.4115,25.1688,21.2233,11.2347,9.2607,3.3043
2021,SSA_00359,2159_2,42.8928,53.8625,56.1183,57.1828,57.2584,30.2254,26.8506,22.7117,12.0245,9.90615,3.43433
2021,SSA_00359,2159_3,44.4462,54.1836,55.861,56.3614,56.1536,28.9094,25.8595,22.1634,11.8835,9.95483,3.55893
2021,SSA_00367,1185_1,14.4604,18.051,19.4839,20.1201,20.4892,10.022,8.47542,6.91709,3.35749,2.72716,0.851214
2021,SSA_00367,1185_2,18.0758,22.9043,24.2612,24.4595,24.3979,11.6469,10.7064,9.54468,4.88876,4.09688,1.5764
2021,SSA_00367,1185_3,15.2597,20.5778,23.6344,24.6853,25.3979,10.6396,9.14863,7.54874,3.7288,3.14865,1.00583
2021,SSA_00367,2007_1,20.8011,24.4815,25.3284,25.5529,25.9713,14.3399,12.8541,10.8876,5.72076,4.49796,1.34257
2021,SSA_00367,2007_2,13.2131,17.535,19.6941,20.517,20.9752,7.9853,7.19106,6.17538,3.15578,2.60331,0.824688
2021,SSA_00367,2007_3,27.5261,35.7453,38.1647,37.9974,38.1511,20.0883,17.8557,15.0326,7.63168,6.13323,2.07243
