Year,Accession,Plot_rep,PAR_1800,PAR_1100,PAR_500,PAR_300,PAR_150,PAR_50
2022,SSA_00001,1117_1,14.3487,13.1105,10.47,7.18497,3.29522,0.894456
2022,SSA_00001,1117_3,32.5654,31.1021,22.293,12.9367,5.24762,-0.697859
2022,SSA_00001,2228_2,41.2047,35.0491,21.2738,13.2667,6.15092,-0.237481
2022,SSA_00001,2228_3,23.8105,21.7578,14.8296,7.99337,1.61238,-4.85892
2022,SSA_00003,1017_1,19.8414,19.2955,14.7267,9.69541,4.00155,-0.396838
2022,SSA_00003,1017_2,15.5211,14.8122,13.3887,10.6459,4.02219,-1.23253
2022,SSA_00003,1017_3,10.6542,9.81532,8.19467,6.43167,2.72207,-1.91652
2022,SSA_00003,2042_1,26.324,23.9367,16.5042,11.3204,3.90575,-1.41319
2022,SSA_00003,2042_2,17.3929,16.9396,14.1809,10.1261,4.29648,-1.48874
2022,SSA_00003,2042_3,18.5072,16.337,11.9432,8.81053,5.1423,-0.558405
2022,SSA_00004,1175_1,26.7091,26.1207,21.4151,13.6637,5.44508,-1.59972
2022,SSA_00004,1175_2,30.5815,28.7338,20.4411,12.5613,3.92976,-3.00051
2022,SSA_00004,1175_3,30.4468,29.4883,21.8629,14.5174,5.60089,-0.992753
2022,SSA_00004,2032_1,26.2741,24.8253,18.1283,11.6578,4.49017,-0.564354
2022,SSA_00004,2032_2,26.5818,24.9166,18.7799,12.1612,5.58057,0.113329
2022,SSA_00004,2032_3,32.5506,28.9281,16.9798,10.6233,3.77424,-1.49609
2022,SSA_00005,1113_1,14.5242,13.1692,11.5733,5.57041,0.63193,0.63193
2022,SSA_00005,1113_2,11.4397,11.4499,8.34347,4.84373,-0.133156,-2.98417
2022,SSA_00005,1113_3,30.3243,29.2745,23.908,15.8666,5.63833,-1.7961
2022,SSA_00005,2141_1,32.916,31.7236,22.8411,14.7321,5.99385,-1.26657
2022,SSA_00005,2141_3,13.7091,12.9158,11.3425,9.47045,5.69368,0.484483
2022,SSA_00006,1027_1,9.11126,8.19091,7.84138,7.44152,5.91247,2.63491
2022,SSA_00006,1027_2,9.0624,8.39175,7.70494,6.73616,4.52823,0.939178
2022,SSA_00006,1027_3,10.2627,9.94324,8.42819,7.00646,3.85069,-0.130663
2022,SSA_00006,2304_1,11.3852,10.4517,8.5817,7.15469,2.9722,-0.559806
2022,SSA_00006,2304_3,8.06091,7.74388,7.23712,6.18579,4.34737,0.849157
2022,SSA_00007,1111_1,13.441,11.8292,9.31855,6.43112,3.09883,0.167511
2022,SSA_00007,1111_2,24.044,22.9403,13.9724,8.28474,2.49713,-2.22959
2022,SSA_00007,1111_3,17.9239,15.8034,10.6933,6.66569,2.48154,-0.888169
2022,SSA_00007,2253_1,22.7821,21.1218,14.824,9.60147,3.55621,-1.48617
2022,SSA_00007,2253_2,15.4243,13.826,11.5892,8.02281,3.58375,-0.744313
2022,SSA_00007,2253_3,30.1403,26.8616,17.9791,11.4013,4.572,-2.3416
2022,SSA_00008,1088_1,42.706,36.9754,24.3882,15.6387,7.02345,0.0694815
2022,SSA_00008,1088_2,41.0056,34.599,23.1101,15.3381,6.03439,-0.751222
2022,SSA_00008,1088_3,40.6338,35.0998,22.3346,14.9655,6.21723,0.26098
2022,SSA_00009,1049_1,37.4985,35.0031,25.429,15.9236,5.86382,-1.08058
2022,SSA_00009,1049_2,32.6355,29.6978,20.6128,13.7931,6.42842,0.868883
2022,SSA_00009,1049_3,26.8567,26.121,20.8979,13.3666,5.11295,-1.53194
2022,SSA_00009,2011_1,12.7431,13.0708,10.4992,9.1205,4.45809,0.865366
2022,SSA_00009,2011_2,27.322,25.4995,19.5442,13.3003,5.58399,-0.6487
2022,SSA_00010,1032_1,27.9971,23.9244,17.0743,11.0543,5.06204,-0.578137
2022,SSA_00010,1032_2,24.5876,22.4165,16.0879,12.0135,5.86353,0.574835
2022,SSA_00010,1032_3,31.0371,27.7553,19.091,12.826,4.97284,-1.50368
2022,SSA_00010,2180_1,23.7771,22.5418,15.4865,10.3623,4.06646,-2.46507
2022,SSA_00010,2180_2,31.9335,27.942,19.6482,13.1957,6.44737,0.485573
2022,SSA_00010,2180_3,26.1196,24.3912,18.1971,13.2125,6.65014,0.0347847
2022,SSA_00013,2055_1,20.0865,18.1918,13.3865,8.98621,4.38296,0.445012
2022,SSA_00013,2055_2,38.6192,32.4334,21.9845,13.6438,5.51087,0.0245418
2022,SSA_00013,2055_3,26.2978,24.2033,18.5298,11.3132,4.85717,-0.607235
2022,SSA_00018,1156_1,32.9081,29.7502,21.4858,14.9452,7.84107,0.880664
2022,SSA_00018,1156_2,32.3757,30.1039,20.819,14.2134,6.8614,0.758912
2022,SSA_00018,1156_3,37.3211,33.4658,22.7435,15.3868,8.55958,3.24702
2022,SSA_00018,2105_1,28.358,25.9596,18.7889,11.7878,4.29001,-2.512
2022,SSA_00018,2105_2,23.1107,20.385,14.0993,10.1137,4.51171,-0.141016
2022,SSA_00018,2105_3,20.5389,18.7737,12.3776,8.08122,3.05527,-1.19384
2022,SSA_00024,1197_1,13.6855,13.899,10.5909,8.5916,4.85542,-0.740621
2022,SSA_00024,1197_2,22.495,21.9442,17.5719,14.1351,8.25502,0.473282
2022,SSA_00024,1197_3,25.8451,24.4495,18.685,12.4465,6.18789,0.6173
2022,SSA_00024,2207_1,30.0728,28.2248,21.0227,14.2454,6.53338,-0.0327545
2022,SSA_00024,2207_2,17.4391,15.666,11.6755,8.59205,3.23192,-0.859807
2022,SSA_00024,2207_3,29.8546,28.3483,21.583,16.8472,7.3757,0.877223
2022,SSA_00033,1137_1,24.6317,22.4249,16.4023,12.1769,5.85676,0.289394
2022,SSA_00033,1137_2,25.0644,23.0434,17.5396,12.6731,6.34024,0.662667
2022,SSA_00033,2298_1,25.83,24.5365,19.4929,12.7201,4.90463,-1.39921
2022,SSA_00033,2298_2,28.4847,27.307,19.4966,13.2506,5.62842,-0.866965
2022,SSA_00033,2298_3,23.1388,23.8011,18.7372,13.1632,5.7864,-2.10718
2022,SSA_00041,1051_1,30.7269,26.5809,21.133,13.878,7.29621,1.13859
2022,SSA_00041,1051_2,24.6637,23.9714,19.2024,12.4785,4.78198,-1.04783
2022,SSA_00041,1051_3,19.1781,16.964,11.5866,8.55649,3.59187,0.201689
2022,SSA_00041,2133_1,26.3349,25.3487,19.6587,12.3558,5.226,-1.38944
2022,SSA_00041,2133_2,31.6053,28.4898,19.6618,12.2398,5.53263,-1.37369
2022,SSA_00041,2133_3,24.2067,23.2932,17.9526,11.9445,5.20119,-0.105306
2022,SSA_00050,1287_1,36.8025,30.8483,22.112,15.3889,6.66531,0.465178
2022,SSA_00050,1287_2,22.1651,20.5099,15.8933,10.5923,5.59418,0.688114
2022,SSA_00050,1287_3,18.0677,15.7224,11.965,8.71489,4.96265,2.06881
2022,SSA_00050,2013_1,32.1414,29.1749,20.4467,13.8681,6.9563,0.278222
2022,SSA_00050,2013_2,33.4294,30.8285,21.4525,13.7238,6.20001,-0.987756
2022,SSA_00050,2013_3,36.7201,33.6575,23.242,16.1,7.34475,0.392678
2022,SSA_00062,1144_1,40.319,34.4065,23.6207,14.4964,5.90296,-0.206294
2022,SSA_00062,1144_2,36.3036,32.5706,23.4726,15.3923,7.00508,-0.471078
2022,SSA_00062,1144_3,33.9206,32.1848,25.0821,16.8858,8.26732,1.2359
2022,SSA_00062,2066_1,16.1581,15.6439,12.0022,9.75101,5.40722,2.01749
2022,SSA_00062,2066_2,8.25492,6.93823,6.83264,6.40973,4.35132,1.90288
2022,SSA_00067,1075_1,39.4259,35.4323,23.5558,15.6543,7.14327,0.401638
2022,SSA_00067,1075_2,18.2776,16.3229,13.496,8.94559,4.63721,1.11375
2022,SSA_00067,1075_3,19.0676,17.0066,12.378,9.08853,5.74035,1.92602
2022,SSA_00067,2027_1,36.0028,31.3565,21.2252,12.6839,6.44502,-0.801511
2022,SSA_00067,2027_2,34.9014,31.1599,22.2025,15.0711,7.53326,-0.230745
2022,SSA_00067,2027_3,38.3349,32.1287,22.4409,14.6749,6.94299,-0.618469
2022,SSA_00068,1309_1,34.8311,31.9247,21.9614,13.401,4.79368,-2.04132
2022,SSA_00068,1309_2,32.4946,32.2601,22.7308,14.2528,9.1613,1.48929
2022,SSA_00068,1309_3,17.0711,15.536,11.9236,7.06821,3.91973,0.412562
2022,SSA_00068,2179_1,36.2508,31.9897,22.0332,14.5172,6.20547,-0.533546
2022,SSA_00068,2179_2,37.1453,32.6061,21.844,14.406,6.12429,-0.184531
2022,SSA_00068,2179_3,20.1535,17.1564,13.69,9.03975,4.44352,-0.271064
2022,SSA_00070,1297_1,42.7397,37.5617,25.1577,16.4983,7.88015,0.149727
2022,SSA_00070,1297_2,32.557,26.9679,19.7804,13.6206,8.06235,2.72681
2022,SSA_00070,1297_3,37.5738,34.978,24.5753,16.4051,8.2926,-1.57429
2022,SSA_00070,2006_1,41.0572,35.9263,24.3805,16.49,7.04422,0.210637
2022,SSA_00070,2006_2,39.4408,34.0862,22.3082,14.2945,5.58144,-0.180549
2022,SSA_00070,2006_3,23.8444,23.3734,18.659,13.4618,7.17025,0.12928
2022,SSA_00075,1010_1,16.4767,15.8275,12.4449,8.79691,4.67288,0.444528
2022,SSA_00075,1010_2,19.491,18.1254,12.1834,8.61882,3.41897,-0.617601
2022,SSA_00075,1010_3,36.3314,33.8927,23.8925,15.4984,6.52508,-1.23758
2022,SSA_00075,2284_1,43.4939,36.7597,23.4674,16.1595,7.31422,-0.525761
2022,SSA_00075,2284_2,38.1076,34.9843,24.2038,15.7644,7.32133,-0.14338
2022,SSA_00075,2284_3,36.1412,31.7971,22.8734,15.9631,8.78123,2.46336
2022,SSA_00079,1023_1,38.8514,33.5849,22.4623,15.0422,7.0315,0.105643
2022,SSA_00079,1023_2,30.477,28.129,20.286,14.7432,6.75127,1.66086
2022,SSA_00079,1023_3,29.3896,27.8393,22.9939,15.9317,7.21272,1.24074
2022,SSA_00079,2280_1,36.5997,32.9855,22.1868,13.915,6.07516,-1.29789
2022,SSA_00079,2280_2,37.935,34.1231,22.9867,15.0486,7.43749,0.57285
2022,SSA_00079,2280_3,33.5599,31.2201,22.7957,14.512,6.21039,-0.390438
2022,SSA_00080,1106_1,23.6471,20.9212,14.897,9.40508,4.34339,0.338241
2022,SSA_00080,1106_2,30.2769,27.5959,20.1201,12.62,6.69968,2.0196
2022,SSA_00080,1106_3,32.9166,30.1441,22.0156,15.0873,8.13028,1.68595
2022,SSA_00080,2279_1,33.1771,27.9845,19.9324,12.6843,5.25414,1.25149
2022,SSA_00080,2279_2,36.7366,31.5939,20.3071,13.181,5.8652,0.839932
2022,SSA_00080,2279_3,28.459,26.7004,16.7955,12.1559,5.22321,0.271368
2022,SSA_00091,1101_1,20.6341,17.6465,11.5346,8.63157,4.0599,-0.187581
2022,SSA_00091,1101_2,29.4418,27.6798,19.681,13.8484,9.1691,0.794532
2022,SSA_00091,1101_3,29.0077,26.3988,19.1635,12.7033,5.71194,0.482881
2022,SSA_00091,2296_1,39.0972,35.2153,24.6292,14.0631,5.08993,-1.68149
2022,SSA_00091,2296_2,42.7638,35.7711,23.1255,13.8528,6.08486,1.73021
2022,SSA_00091,2296_3,38.0807,32.1341,21.9462,13.123,4.82459,-1.82714
2022,SSA_00096,1215_1,47.8895,41.2499,26.0494,16.3985,7.02697,0.345521
2022,SSA_00096,1215_2,45.1308,41.3429,26.4232,15.3175,5.86353,-1.33251
2022,SSA_00096,1215_3,23.6205,20.758,15.2149,9.84713,4.15969,0.309863
2022,SSA_00096,2139_1,27.2759,26.3539,19.7084,12.4756,4.91347,-1.29394
2022,SSA_00096,2139_2,25.356,21.8501,14.5805,9.47699,5.01623,1.14659
2022,SSA_00096,2139_3,35.7983,31.6627,21.0189,13.24,4.93174,-0.690511
2022,SSA_00097,1268_1,32.7207,27.981,19.0373,13.7669,5.63784,0.0555827
2022,SSA_00097,1268_2,39.2953,34.7435,22.8744,14.2734,5.50022,-0.0915801
2022,SSA_00097,1268_3,34.925,29.9417,19.7906,12.41,5.02302,-1.51615
2022,SSA_00097,2194_1,39.2049,33.8766,22.1778,14.3496,5.71546,-0.212043
2022,SSA_00097,2194_2,36.6243,31.2264,20.9188,13.7665,6.7214,0.294137
2022,SSA_00097,2194_3,41.1358,33.6161,21.6857,14.9477,6.46607,0.225504
2022,SSA_00105,1043_1,13.2104,13.5198,12.3038,10.8467,7.16725,0.812042
2022,SSA_00105,1043_2,19.4118,17.701,14.8069,11.6288,7.2547,1.71188
2022,SSA_00105,1043_3,28.2166,27.1405,21.6406,15.4255,6.9029,-0.291913
2022,SSA_00105,2195_1,8.98453,9.10144,7.15044,6.97642,3.5066,0.207593
2022,SSA_00105,2195_3,28.321,26.2012,20.8584,15.4871,8.17581,1.50872
2022,SSA_00108,2146_1,28.756,25.9431,16.6843,12.3525,5.4174,-0.396232
2022,SSA_00108,2146_2,32.8985,28.0858,19.5838,13.745,6.21035,-0.427262
2022,SSA_00108,2146_3,25.8478,22.5862,16.2478,12.3077,5.79836,-0.431661
2022,SSA_00110,1300_1,32.8146,28.3671,20.6012,14.4093,6.86542,0.396415
2022,SSA_00110,1300_2,28.4087,25.6629,18.6704,13.8282,6.06852,-0.560888
2022,SSA_00110,1300_3,30.5203,27.2913,19.8086,13.0591,4.80736,-2.1276
2022,SSA_00110,2082_1,30.7235,27.8209,21.3932,14.4052,5.83815,-0.68813
2022,SSA_00110,2082_2,27.1798,23.6429,16.3814,11.2538,5.35074,-0.784887
2022,SSA_00110,2082_3,27.0566,23.8311,16.4216,12.0706,4.57745,-1.40994
2022,SSA_00113,1159_1,12.2401,11.0322,8.8743,6.87939,4.60694,1.54994
2022,SSA_00113,1159_2,20.5518,20.274,16.5372,11.3176,5.6861,-0.623031
2022,SSA_00113,1159_3,22.5678,20.7405,16.0294,11.7504,7.01214,0.327167
2022,SSA_00113,2254_1,11.6609,10.1792,7.82068,5.8388,2.50338,-0.407025
2022,SSA_00113,2254_2,13.3046,12.9172,11.5799,9.30072,4.75213,0.487424
2022,SSA_00113,2254_3,17.8663,16.3314,12.6283,10.4454,5.01486,0.779739
2022,SSA_00119,1140_1,18.1295,17.276,14.2458,10.2733,4.71516,-0.678415
2022,SSA_00119,1140_2,35.8187,33.4005,25.092,16.2436,6.75933,-0.225504
2022,SSA_00119,1140_3,20.6354,19.5303,14.9276,10.0756,4.2592,-0.455854
2022,SSA_00119,2023_1,27.7399,25.0898,18.6862,12.9272,5.78021,-0.324092
2022,SSA_00119,2023_2,31.6593,28.1559,20.7262,13.8814,6.65186,0.352183
2022,SSA_00119,2023_3,28.7086,25.8664,18.9173,13.9157,6.43637,-0.0740754
2022,SSA_00121,1229_1,5.78848,6.0009,6.23465,5.77358,5.21582,2.80835
2022,SSA_00121,1229_2,10.9896,9.91114,9.80617,8.64021,7.36424,-0.251096
2022,SSA_00121,1229_3,4.64102,4.68015,3.89135,3.47149,2.90833,1.39795
2022,SSA_00121,2059_1,15.6082,16.105,14.5229,11.7285,7.13192,-0.0897305
2022,SSA_00121,2059_3,18.4116,17.7685,15.5744,13.3143,7.17922,0.658444
2022,SSA_00123,1210_1,14.5477,16.2335,14.598,12.2588,6.27923,0.0291199
2022,SSA_00123,1210_2,23.3513,22.8004,17.898,11.9328,5.48635,-0.432476
2022,SSA_00123,1210_3,24.0054,23.1524,18.7262,12.5013,4.47336,-1.62077
2022,SSA_00123,2093_1,30.3165,28.1062,20.6433,12.9043,5.3911,-1.93395
2022,SSA_00123,2093_2,26.1434,24.827,19.2599,12.6747,5.49983,-0.217936
2022,SSA_00126,1255_1,20.5549,19.1763,16.0041,11.9252,6.55748,0.907937
2022,SSA_00126,1255_2,28.2044,25.2135,16.6722,11.9423,4.6512,-1.43203
2022,SSA_00126,1255_3,22.1024,21.2465,17.1529,13.1726,6.80186,0.343959
2022,SSA_00126,2002_2,33.6155,30.5072,21.8303,14.1814,6.24052,0.486171
2022,SSA_00126,2002_3,31.3116,29.9087,18.5057,10.5492,4.48289,-1.82255
2022,SSA_00128,1095_1,24.9149,23.208,18.0243,13.3777,6.09995,-0.507848
2022,SSA_00128,1095_2,26.7135,24.5751,19.7265,14.3238,7.36225,1.85085
2022,SSA_00128,1095_3,24.0763,23.4704,17.8744,13.5264,7.0083,0.156459
2022,SSA_00128,2312_1,23.5954,21.4295,16.5895,12.4591,7.75589,0.888382
2022,SSA_00128,2312_2,22.6185,21.7032,16.4463,12.5586,6.99056,1.63599
2022,SSA_00128,2312_3,19.8034,18.6282,13.969,10.3233,5.49661,0.502488
2022,SSA_00135,1110_1,35.0262,30.7939,20.1213,12.4992,6.82514,1.40795
2022,SSA_00135,1110_2,32.5191,30.3275,22.189,15.3703,7.13155,-0.318399
2022,SSA_00135,1110_3,34.7912,31.6036,23.3973,16.1081,7.10865,0.324538
2022,SSA_00135,2204_1,23.9879,21.847,15.5739,11.2448,6.10805,1.36982
2022,SSA_00135,2204_2,36.9382,32.2478,22.8622,14.8799,6.23099,-0.435633
2022,SSA_00135,2204_3,30.2809,26.0197,18.0145,11.8949,5.17265,-1.04341
2022,SSA_00138,1273_1,28.9552,25.774,18.4752,13.0371,5.95845,-0.055058
2022,SSA_00138,1273_2,30.3334,26.8295,19.7148,14.4837,7.26681,2.40758
2022,SSA_00138,1273_3,32.7473,29.4049,21.1602,14.7335,6.84127,0.271842
2022,SSA_00138,2221_1,32.3546,30.4507,21.4131,14.2526,5.63369,-1.15131
2022,SSA_00138,2221_2,37.1424,33.2868,21.8922,13.8015,6.51457,-0.560083
2022,SSA_00138,2221_3,35.1715,32.1731,21.2246,13.5026,5.98239,-0.979914
2022,SSA_00139,2089_1,34.925,32.241,23.2016,15.9349,7.90294,0.608979
2022,SSA_00139,2089_2,24.2751,22.5758,17.9353,13.3886,7.18048,0.909205
2022,SSA_00151,1200_1,16.1058,13.9672,11.8672,8.97845,4.08049,-0.241585
2022,SSA_00151,1200_2,36.4221,33.7639,26.5711,14.8828,7.14346,0.052566
2022,SSA_00151,1200_3,32.4934,29.7104,23.0253,14.6931,6.43755,-0.959593
2022,SSA_00151,2275_1,33.5637,33.4354,31.5102,22.7379,15.7196,6.7875
2022,SSA_00151,2275_2,19.291,18.7222,14.6723,10.999,5.99296,1.79685
2022,SSA_00151,2275_3,24.0545,21.885,17.8313,13.5892,6.88136,2.01286
2022,SSA_00156,2159_1,24.4528,23.3117,18.6096,13.8665,6.87969,-0.931769
2022,SSA_00156,2159_2,36.1043,31.7084,20.589,13.8533,5.42951,0.0627679
2022,SSA_00156,2159_3,32.0701,29.0858,20.7729,14.5867,6.2163,0.318431
2022,SSA_00160,1313_1,29.5568,27.5487,20.7248,13.3909,5.06089,-1.76882
2022,SSA_00160,1313_2,26.9408,23.9157,17.3894,12.3587,5.02902,-0.443636
2022,SSA_00160,2061_1,6.14553,6.64109,6.63678,4.60251,3.20307,0.53928
2022,SSA_00160,2061_3,28.705,27.7369,19.201,14.4338,6.67539,0.165368
2022,SSA_00173,1170_1,11.6449,10.4063,8.99225,8.10069,5.08745,1.09878
2022,SSA_00173,1170_2,33.8418,30.8616,23.7722,16.3493,7.63984,0.388369
2022,SSA_00173,2171_1,31.8323,29.8487,22.9734,15.8932,7.33929,-0.148431
2022,SSA_00173,2171_2,25.0327,23.5409,19.6072,14.1053,6.76634,0.90917
2022,SSA_00173,2171_3,20.8101,21.0608,17.1593,14.5777,6.99416,-0.129202
2022,SSA_00178,1188_1,35.8157,33.6428,24.1915,15.3189,7.42307,-0.526263
2022,SSA_00178,1188_2,34.3995,32.0196,23.4556,14.7246,5.8776,-1.61647
2022,SSA_00178,1188_3,16.5783,16.5022,12.6215,8.81051,4.40462,1.42361
2022,SSA_00178,2287_1,31.2689,25.5728,17.9916,12.3967,6.35583,0.660911
2022,SSA_00178,2287_2,33.4854,28.6821,19.6602,13.8718,6.16014,0.0961778
2022,SSA_00178,2287_3,36.883,32.1787,21.4603,14.5398,6.18272,-0.367284
2022,SSA_00179,1024_1,22.4123,21.1477,16.9912,12.0382,5.71963,0.340089
2022,SSA_00179,1024_2,23.5264,21.9116,16.3695,11.1658,5.75604,0.64667
2022,SSA_00179,1024_3,30.211,24.1085,16.4919,11.8612,6.25738,-0.90646
2022,SSA_00179,2211_1,25.3119,22.8245,16.984,11.8175,5.5367,-0.0427229
2022,SSA_00179,2211_2,26.297,23.3862,16.8504,13.6456,6.38309,1.17011
2022,SSA_00179,2211_3,30.0209,26.3731,22.6897,9.83173,5.22366,-0.536763
2022,SSA_00186,1270_1,29.847,26.2356,21.003,15.3354,7.04945,1.7585
2022,SSA_00186,1270_2,19.9719,18.1353,14.485,11.1344,6.64235,0.121727
2022,SSA_00186,1270_3,27.6332,24.7595,19.1111,13.9537,4.46329,1.6173
2022,SSA_00186,2258_1,25.1357,23.7848,17.4154,12.1114,6.57867,0.858306
2022,SSA_00186,2258_2,28.9234,26.8324,20.6317,14.6215,7.8224,1.69593
2022,SSA_00186,2258_3,25.7506,24.1438,19.6414,14.532,7.43466,0.343944
2022,SSA_00187,1018_1,26.9486,24.5907,17.0916,12.309,6.75973,0.638252
2022,SSA_00187,1018_2,23.1616,21.3008,14.5567,10.0758,4.6448,0.43096
2022,SSA_00187,1018_3,39.3979,34.8998,22.573,13.311,4.43476,-2.33239
2022,SSA_00187,2198_1,31.1772,28.3406,19.8282,12.3503,5.4541,-0.947383
2022,SSA_00187,2198_2,10.7879,10.8217,8.74144,7.13767,3.89241,-0.332
2022,SSA_00197,1093_1,32.292,29.4373,22.6538,16.2055,7.17511,0.635624
2022,SSA_00197,1093_2,21.9543,21.9356,18.3979,14.947,6.92183,1.4021
