"","Km1_CO2","Km2_HCO3","Km2_PEP","Ki2_MAL","Ki2_MALn","Km3_NADPH","Km3_OAA","Km3_NADP","Km3_MAL","Km4_CO2","Km4_NADP","Km4_NADPH","Km4_Pyr","Km4_MAL","Ki5_PEP","Km5_ATP","Km5_Pyr","Km6_CO2","Km6_O2","Km6_RuBP","Ki6_PGA","Ki6_FBP","Ki6_SBP","Ki6_Pi","Ki6_NADPH","Km7_ATP","Km7_PGA","Km8_NADPH","Km10_DHAP","Km10_FBP","Km10_GAP","Ki11_F6P","Ki11_Pi","Km11_FBP","Km12_DHAP","Km12_E4P","Ki13_Pi","Km13_SBP","Km14_E4P","Km14_F6P","Km14_GAP","Km14_Xu5P","Km15_GAP","Km15_Ri5P","Km15_S7P","Km15_Xu5P","Ki18_ADP","Ki18_ADP2","Ki18_PGA","Ki18_Pi","Ki18_RuBP","Km18_ATP","Km18_Ru5P","Km19_ATP","Km19_PGA","Km20_NADPH","Km22_PGA","Km23_DHAP","Km23_GAP","Km23_FBP","Ki24_F26BP","Ki24_F6P","Ki24_Pi","Km24_FBP","Km26_G1P","Km26_PPi","Km26_UDPG","Km26_UTP","Ki27_FBP","Ki27_Pi","Ki27_Suc","Ki27_SucP","Ki27_UDP","Km27_F6P","Km27_UDPG","Km28_Suc","Km28_SucP","Km29_Suc","Ki30_ADP","Ki30_DHAP","Km30_ATP","Km30_F26BP","Km30_F6P","Ki31_F6P","Ki31_Pi","Km31_F26BP","Km32_ADP","Km32_ATP","Km32_Pi","X32","Y32","F32","Q32","D32","Km33_NADP","Km33_NADPH","E33","Km34_ADP","Km34_Pi","Km34_ATP","G34","Km35Mc_OAA","Ki35Mc_mal_OAA","Km35M_mal","Ki35M_OAA_mal","Km35B_mal","Km35B_pyr","Km35M_pyr","Km35M_PEP","Km37_NADP","Km37_NADPH","Km39_PGCA","Ki39_PI","Ki39_GCA","KmGCA40","Km41_GOA","Km41_GLU","Ki41_GLY","Km42_GLY","Ki42_SER","Km43_GOA","Km43_SER","Km43_GLY","Ki44_HPR","Km44_HPR","Km45_ATP","Km45_GCEA","Ki45_PGA","Km46_GCA","Ki46_GCEA","Km47_GCEA","Ki47_GCA","Km48_PGA","Km48_PEP","Kcat49_EA_PPDKRP_I","Km49_EA_PPDKRP_I_ADP","Ki49_EA_PPDKRP_I_Pyr","Km49_EA_PPDKRP_I_E","Kcat50_EA_PPDKRP_A","Km50_EA_PPDKRP_A_Pi","Ki50_EA_PPDKRP_A_AMP","Km50_EA_PPDKRP_A_EP","Ki50_EA_PPDKRP_A_ADP","Ki50_EA_PPDKRP_A_PPI","Ka51_PGA","Km51_G1P","Km51_ATP","Ki51_APi_ATP","Km51_PPi","Ki51_CPP1_ATP","Km51_ADPG","Ki51_AADP_ATP","Km52_PPi","Km53_ADPG","Km54_pi","Km54_hexp","Km55_PGA","Km55_GAP","Km55_DHAP","Km56_PGA","Km56_GAP","Km56_DHAP","Ki57","Kd57","Vm1y22","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm10y22","Vm11y22","Vm12y22","Vm13y22","Vm14y22","Vm15y22","Vm18y22","Vm19_20y22","Vm22y22","Vm23y22","Vm24y22","Vm26y22","Vm27y22","Vm28y22","Vm29y22","Vm30y22","Vm31y22","Jmaxy22","Vm32y22","Vm33y22","Vm34y22","Vm37y22","Vm38y22","Vm39y22","Vm40y22","Vm41y22","Vm42y22","Vm43y22","Vm44y22","Vm45y22","Vm46y22","Vm47y22","Vm48y22","Vm55y22","Vm56y22","Vm51y22","Vm52y22","Vm53y22","Vm35Mc_OAAy22","Vm35B_pyry22","Vm35M_pyry22","Vm35M_PEPy22","Vm35B_PEPy22","Vm35B_maly22","Vm35C_maly22","Vm35_Hepy22","tao_ActPEPC","tao_ActFBPase","tao_ActSBPase","tao_ActATPsynthase","tao_ActGAPDH","tao_ActPRK","tao_ActNADPMDH","KaRac","tao_ActRubisco","tao_ActRca","Perm_MAL","Perm_PYR","Perm_CO2","Perm_PGA","PermBC_CO2","gm","BBslope","BBintercept","MRd","Vm1y23","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Vm10y23","Vm11y23","Vm12y23","Vm13y23","Vm14y23","Vm15y23","Vm18y23","Vm19_20y23","Vm22y23","Vm23y23","Vm24y23","Vm26y23","Vm27y23","Vm28y23","Vm29y23","Vm30y23","Vm31y23","Jmaxy23","Vm32y23","Vm33y23","Vm34y23","Vm37y23","Vm38y23","Vm39y23","Vm40y23","Vm41y23","Vm42y23","Vm43y23","Vm44y23","Vm45y23","Vm46y23","Vm47y23","Vm48y23","Vm55y23","Vm56y23","Vm51y23","Vm52y23","Vm53y23","Vm35Mc_OAAy23","Vm35B_pyry23","Vm35M_pyry23","Vm35M_PEPy23","Vm35B_PEPy23","Vm35B_maly23","Vm35C_maly23","Vm35_Hepy23"
"SSA_00001",27.9423500369983,0.195512362800838,0.992140631955617,1.51784501888598,5.14261691928539,0.239268655483922,0.556422171869855,0.00771937644243266,3.46641612411527,0.457295440988016,0.0798407052044102,0.0233730855180529,2.63135043294931,2.21176817578781,0.0172083051063593,0.817274534756039,0.796448796296468,0.0568342114840314,0.0283022814378349,0.197949304978307,0.257486122814058,0.00404707654958974,0.0784867425383741,0.271417030876673,0.567021167940732,2.09117552261091,17.3705480038146,0.534095065904779,0.0471000593884836,0.900801393304478,0.0048236836911581,0.0712033735407711,1.284333822903,0.654974414584439,2.95869977897777,0.955288387054454,1.26943891856846,0.487504316967478,0.0139868606349285,0.968184848647314,0.881227680647975,0.0112794391249328,0.718576358552437,1.16772920674999,0.0266734729023848,0.0637800163232942,0.252141509244531,0.0401299937127801,0.200724394347068,0.441314226948932,0.0703797761150099,5.92899989146868,0.228291427119375,1.77250989922223,0.501240051266805,0.523864724105366,0.134293782367596,0.046382675367141,0.00210465232564249,0.0219796343008399,0.000461843434631825,2.48681336638143,31.4204124870999,0.000328134155591474,0.0180548721312711,0.510630690280343,0.414944377418686,0.0342635455132963,0.909234182746863,28.6434858812809,118.172483148066,0.406998801685912,0.450730698861476,0.403305433817743,0.196421565391253,240.033962328228,1.20761318272218,3.51481610983572,0.0204185017516106,0.0821775538344302,10.0128674240457,-0.000482623920512633,11.6019232661893,0.781430410539034,25.9379756184681,0.00442081028164891,0.0650792311967185,0.13396813435936,1.85857717352254,0.262218249691423,0.266536840680885,0.251056484792043,0.0951851538024153,0.343587425256767,0.472277745927448,0.00596565658483018,0.2404480181878,0.139233853450705,1.09864680245902,0.0349336124486647,0.379661237329716,0.524356936041359,0.770444171779371,0.601786161201536,0.34880936692382,4.4624216245579,0.971872603098949,0.776244436149625,4.11036529851168,0.13063900358306,0.150237645613279,0.0686452254313148,6.39747252079871,65.9277419837712,0.168876815686851,0.169324787397429,4.95197637219985,4.93050688138808,12.2378748180253,7.50869721616328,0.114196684870288,7.75133366355812,87.2415255276432,27.7562449655267,0.183892220514848,0.611711750489708,0.454103858504848,0.610270098499081,0.746418322864831,0.555139532229137,0.626388771385667,0.458877709399276,0.498473764620931,0.0639460741176266,2.95528852405575,0.0818648919395336,-0.0505593845865688,0.00400884463327136,0.156576715022343,2.83401081793835,1.02311196645506,0.00210643063514161,0.102258209944194,0.3085492725849,0.0403955454753615,0.00840313812288771,0.444895839642424,0.297405317080057,0.202339363487813,0.0136200169393748,0.114706752053586,8.85714407456873,0.0580843192108474,0.231569370048157,3.02524955113287,2.04312967451239,19.2754402956617,1.82028784163836,18.530582910036,19.9691653272608,1.59021492271588,3.40296807170472,0.0159229263807212,1.11156060595996,20.1952575324384,0.0480315731717046,0.0288799542334065,0.025318616926307,0.0239172378668931,0.0338957310451791,0.144836336391682,0.25448383988329,0.0095028478148945,0.0303132311056103,0.00786822152900019,0.037276422131603,0.0299333248182576,0.372158002194872,2.50292840717833,0.0166761522074098,0.0668265448692968,0.021282534992625,0.0144283507942023,0.144292377853716,0.0268648233947123,0.00342267852258604,0.000203167885115729,0.00575390269519333,0.250525536035115,0.0785024543581469,0.0496648965855429,0.0573768704923147,0.307197057718213,0.0596835124456973,3.81118494172795,0.0774018398808787,0.309345953602286,0.150812220595928,0.172511487765372,1.22951117974812,0.540928485639898,0.658602961670387,0.470180947583368,0.00495618057687321,0.075564811838646,0.0756070796629568,0.229326150248672,3.14318940572729,0.00222925681557124,0.0245320033641453,0.0232954379893672,0.0229565500954253,0.0282020879003449,0.0371860071974704,0.0240879889912134,0.0210911787219698,0.000906045132517084,188.879387343719,58.1302997414789,398.653314002949,157.76825069356,15.5298565309563,15.0573986276938,93.2101635246032,62.3512544222494,1107.85749032057,12.4111117351201,0.0565846206643417,0.00448126301328032,1.12619614925035,0.00361811173431155,3.84465212584347,0.301216906692557,2.5079671338673,0.00604596632281204,16.2699596777332,20.1261594598956,0.0394881647590122,0.0228229516276391,0.0202557379220046,0.0195558615241425,0.0292554888163953,0.120145469867017,0.342628182597544,0.00812469085082645,0.0255924509423634,0.0064123287886896,0.0328732312376038,0.0281781722661934,0.324547653709973,2.484812444086,0.0166438944694899,0.0669314243488431,0.0237870758280442,0.0150538060735534,0.178999831469306,0.0218162174240323,0.00859067105166501,0.000236866214063273,0.00498284816655801,0.197486626075712,0.0629915553896497,0.041972136038301,0.0465628891348832,0.279476608358745,0.0597246963592252,4.65714855883356,0.118025041348784,0.178579333873267,0.1728204101024,0.473160482664608,1.05862062078393,0.647723770044538,0.356618369204112,0.426163811575022,0.00414116343360193,0.0756997492558067,0.0758625437845018,0.224265324276376,4.49539876760805,0.00219221574336611,0.0209332698527961,0.0189608509346227,0.0187191864415935,0.0228355203229925,0.139740742532382,0.0192030558075558,0.019054679979651,0.0011193837368989
"SSA_00003",27.9567999960978,0.194254670290504,0.984966722207424,1.50379487947705,2.14566571648125,0.238327714487419,0.553936577178668,0.00754365366297961,3.31394364726215,0.918577819629861,0.0797745704681997,0.0361860193648539,1.45446812258165,2.19630778000263,0.0163890358200456,0.815806940800951,0.784291410989646,0.0761400363833304,0.0272364426582586,0.192323966882569,0.255121941330451,0.00415464879286103,0.0892852052361656,0.27077065102096,0.605490851836769,2.09574092983363,21.3335839410952,0.539197373824495,0.0491605145436705,0.910979209427761,0.00464109093224876,0.0706842107396619,1.27610442503251,0.656346005689969,3.24223997678274,1.19548717627468,1.43259580800335,0.479923643503538,0.0149481555306213,0.973141953487726,0.917618945399347,0.0112777658579666,0.717117697472429,0.895905666903766,0.0350989882090636,0.0273095200969364,0.251430048813023,0.040141835243595,0.200992100278172,0.437570774780361,0.0709119533550472,5.96534752179347,0.291334963746373,1.74238336048171,0.501450326034414,0.516738869950427,0.146821676493204,0.0461865471190281,0.00212613667024812,0.0222911852698158,0.000520498226106571,3.74891553990426,42.6364934311031,0.000359521797176812,0.0245511848701368,0.462698967322456,0.403584736093936,0.0179534987001982,0.112833885037237,27.0483258066668,92.5487452689448,0.685549834684495,0.598327423754444,0.0803443092879131,0.231281044629383,294.137747185834,1.75122346929897,2.98795353221415,0.0201026896678772,0.0884961359419125,9.4405492287939,0.0141571646467616,10.5434689537118,0.720423684533277,30.4718525622116,0.00509917182826906,0.0579363319578344,0.208072068010913,1.70888795485217,0.272264234973649,0.244425644471447,0.218094067827471,0.100856615640486,0.28129850693803,0.477507419927979,0.00596381410594275,0.198132135923653,0.139061204835889,1.09697898199039,0.0374563467595557,0.31694249104443,0.516890227935007,0.758210249447096,0.940617056365599,0.184520030381307,4.41873927702952,0.974956718582851,0.622273524630118,4.56359821720015,0.11801098157393,0.180381232732069,0.0766126841264852,7.57777846866313,72.1459672807118,0.205122529247557,0.130660805697758,4.12163290050564,3.34961260143246,13.5551725200193,9.14359955199512,0.116621374787381,9.29630167746214,72.914489808726,14.7110881374727,0.200383895874541,0.351947940132231,0.318894580937847,1.38779486816815,0.48258692876932,0.263566124519848,0.682487980952245,0.100819590201793,0.500548294256272,0.0632265162972299,1.84858036723388,0.155280194781517,0.0803018233233618,0.00373636158955552,0.156275921868928,1.44119900399538,1.21651707330513,0.000776525226782956,0.0393505877369001,0.40251530887142,0.0358553234170306,0.0080410729033238,0.701600995561507,0.297294190323688,0.215586766461118,0.0135257026816649,0.143399219419806,11.9365997334567,0.0603922302207043,0.315993905468624,3.2633091120604,1.78889131876427,19.0745593378018,1.83902854912333,18.3983614705006,19.9685135435738,2.78163387323867,2.65004936391682,0.0157698858686655,1.07426424108342,20.1042982754653,0.0374491491743471,0.0215104557458438,0.0194252421230566,0.0192353878466461,0.0284998798064252,0.122454724532176,0.380762046815978,0.00770394205432441,0.0242617209774956,0.00617922340390628,0.0324744721732204,0.0280830447892562,0.29562549304091,2.49211435889562,0.0167419502444469,0.0667817706174208,0.0227788452934084,0.0114710676146124,0.176708671798062,-0.00468161541825556,0.00625583543729618,0.000229066141786295,0.00511289750821496,0.192384704303121,0.0571307015969752,0.0405941224102952,0.0470694453210011,0.44520504694235,0.0598217438040489,4.1908896776345,0.0894680083216489,0.330602693143556,0.22614788691248,0.240233891261483,0.722239036008265,0.500558923527922,0.385222040990317,0.33401302019723,0.00450095656472852,0.0757826329282561,0.0757923448863112,0.225347829766946,3.23507815862315,0.00211917236724924,0.0196963298920858,0.0191468930527698,0.0190213086881895,0.0227800141853701,0.0352003051664306,0.0192149269262988,0.0149931752381551,0.00108288171071662,205.489937280997,110.688176217735,523.269714032453,142.016983549192,13.3971724474457,7.70597674526561,60.1523668349004,78.4114752898728,1169.04444998613,16.7874394086965,0.0597324061696738,0.00448360224710358,1.10573155172136,0.00362935297431684,3.75076539796705,0.300858218593473,2.24299354194203,0.00593959007511237,18.1740500968457,20.2976569280094,0.0358433859771038,0.0196097663169545,0.0179873162401086,0.0176411334713477,0.0274317701418937,0.110908381872773,0.392163326933616,0.00740738568325548,0.0248293282753331,0.00574244900633699,0.0329836691381245,0.0276397197068565,0.32130745577544,2.49607317974068,0.0163433551790211,0.0669923908393737,0.0238699538982331,0.0106629759709317,0.153191460684235,0.00775046811994547,0.0033673012619267,0.000203736150435874,0.00508928865851009,0.185864206052239,0.054412943659343,0.0376257950692789,0.0444893927486378,0.507728052873696,0.0595484111410857,5.0157959842818,0.0879802084973325,0.206745177497237,0.283672528628025,0.323943474212701,1.24709650475938,0.533232691495103,0.258569667378284,0.4354485016552,0.00394710251055902,0.0757748344715883,0.0758233261922329,0.163402662882851,4.81120367300786,0.00222967131480106,0.0186223257416815,0.0188474415368858,0.0180338317206436,0.0204891539717946,0.0920689577135777,0.0191717487554303,0.0203423270446839,0.000874346783022622
